state,Name,summit,broadrelief,steeprelief,lat,lon,broadcoord.X,broadcoord.Y,steepcoord.X,steepcoord.Y
Tibet,Mount Everest,8849,8568,6468,27.9880555555556,86.925,86.0280718013503,28.776177495023,87.2185046893156,27.8290604766932
Jammu-Kashmir,K2,8611,5663,4317,35.8811111111111,76.5133333333333,76.4153100315812,35.6681470375732,76.4566166156087,35.825895873506
Nepal,Kanchenjunga,8586,8206,6513,27.7,88.1333305555555,87.2377137455416,28.489446348291,87.2377137455416,28.489446348291
Nepal,Kangchenjunga,8586,8208,6513,27.7027777777778,88.1475,88.2795069604507,27.4054109931692,87.2518597495825,28.4922234668986
Nepal,Dhaulagiri,8167,7485,6788,28.6966666666667,83.49,82.6680027594011,29.4134966237389,83.5664236934182,28.6016799834079
Nepal,Manaslu,8163,7861,7157,28.55,84.5597222222222,83.6601040429646,29.3353852209311,83.6601040429646,29.3353852209311
Jammu-Kashmir,Nanga Parbat,8125,7153,7063,35.2391666666667,74.59,74.2354360010458,35.3854330723569,73.6616422223957,35.9907967951778
Nepal,Annapurna,8091,6749,5709,28.5961111111111,83.8238888888889,83.0022718295897,29.3148542440525,83.4398924360933,28.5837052059654
Tibet,Shishapangma,8027,7415,4457,28.3522222222222,85.7797222222222,84.8808940106951,29.1390922923738,85.4362950390514,28.2077348467205
Jammu-Kashmir,Disteghil Sar,7885,6076,5226,36.3258333333333,75.1880555555556,74.9428154552875,36.1311490090262,74.2595607629017,37.0672797817786
Uttaranchal,Nanda Devi,7816,7087,5222,30.3738888888889,79.9708333333333,79.1647191690285,31.0665550910276,79.7403757064191,30.2276885461226
Jammu-Kashmir,Batura Sar,7795,6322,5549,36.51,74.5225,73.5860595656495,37.2558605632905,74.6414295674602,36.3538136214182
Jammu-Kashmir,Rakaposhi,7788,6580,6346,36.1425,74.4891666666667,74.5503492657951,35.8768465948756,73.55270792159,36.8915746798029
Tibet,Namcha Barwa,7782,7180,6032,29.6305555555556,95.0552777777778,94.3084881900184,30.2770435403562,94.3084881900184,30.2770435403562
Uttaranchal,Kamet,7756,6738,4286,30.92,79.5933333333333,79.4864370377573,30.6606790801422,79.6246773120428,30.629148960803
Pakistan,Tirich Mir,7708,6257,5484,36.2458333333333,71.8438888888889,71.0068967041651,36.9157804501047,71.0068967041651,36.9157804501047
Xinjiang,Kongur Tagh,7649,6075,5301,38.5938888888889,75.3133333333333,75.4724571724454,38.8420928838498,74.4801388164296,39.2378599724766
Bhutan,Gangkhar Puensum,7570,5776,3074,28.0469444444444,90.455,90.2345832928197,27.9277007995651,90.6720236949176,28.2119496455619
Sichuan,Mount Gongga,7556,5927,4985,29.5958333333333,101.879166666667,101.234076783842,30.1567957647112,101.234076783842,30.1567957647112
Tadzhikistan,Ismoil Somoni Peak,7495,5529,4397,38.9427777777778,72.0152777777778,71.144537068067,39.61264258208,71.144537068067,39.61264258208
Pakistan,Noshaq,7492,6001,4770,36.4330555555556,71.8283333333333,70.9924821406307,37.098748504711,71.9416998238243,36.2049571757745
Kirgizistan,Pik Pobeda,7439,6069,3851,42.035,80.1284722222222,79.9987388179114,41.7825222093335,79.2927290619438,42.6483537182664
Tibet,Gyala Peri,7294,6561,5888,29.8141666666667,94.9683333333333,94.2208885015349,30.4590014080122,94.2208885015349,30.4590014080122
Kirgizistan,Khan Tengri,7010,5089,3717,42.2108333333333,80.1741666666667,79.3232239932177,42.8326981028602,79.3232239932177,42.8326981028602
Tibet,Muztag,6973,2036,1434,36.4166666666667,87.3833333333333,86.7060920947195,36.9593644285986,86.7060920947195,36.9593644285986
Mendoza,Aconcagua,6961,6256,3704,-32.6530555555556,-70.0116666666667,-70.7480620905037,-32.0247549315685,-70.7480620905037,-32.0247549315685
Atacama,Ojos del Salado,6893,2691,1951,-27.1095833333333,-68.5423611111111,-68.6073206738859,-27.2195353517644,-68.4761953438103,-27.0390383526447
Afghanistan,Kuh-e Bandaka,6812,5087,4462,36.1791666666667,70.9833333333333,70.9234132976045,36.4033233380713,70.8929953573789,36.1960303336293
Catamarca,Monte Pissis,6793,2689,2155,-27.7555555555556,-68.7983333333333,-68.7165631599217,-27.7030567168699,-68.739352638129,-27.7459324586824
Peru,Nevado Huascarán,6768,6202,4440,-9.12111111111111,-77.6047222222222,-78.2094017776801,-8.52003184088715,-77.6940973604126,-9.0923936929487
Xinjiang,Chakragil,6760,5249,4421,38.8658333333333,75.1083333333333,75.3611916075909,38.8021892566665,75.2286087945431,38.6852945054796
La Rioja,Cerro Bonete,6760,3705,1908,-28.0183333333333,-68.7558333333333,-68.671192991715,-28.1350276116071,-69.4553309124451,-27.3933141143824
Antofagasta,Cerro Llullaillaco,6752,3434,2403,-24.7197222222222,-68.5366666666667,-69.2172053124648,-24.0947464420792,-68.5682389053186,-24.6966527961633
Atacama,Tres Cruces,6748,2924,2083,-27.0977777777778,-68.7788888888889,-68.8840518881354,-27.0317215081418,-68.8160304431099,-27.0452931543508
San Juan,Cerro Mercedario,6718,5737,4006,-31.9788888888889,-70.1127777777778,-70.8438689323883,-31.3505767332834,-70.0420804366792,-31.936618722355
Peru,Nevado Huascarán - Pico Norte,6664,6160,4424,-9.10222222222222,-77.6202777777778,-78.2249276942469,-8.50114339937146,-77.6937362684921,-9.10515331871308
Catamarca,Cerro Cazadero,6663,2733,2224,-27.1944444444444,-68.5608333333333,-69.2552551660093,-26.5694125304367,-68.5400116722331,-27.0900711371226
Xinjiang,Xuelian Feng,6627,4604,4059,42.2616666666667,80.89,80.032661751702,42.8883394901185,80.7956823324914,42.2388062468294
Pakistan,Buni Zom,6542,5004,4647,36.1541666666667,72.3275,72.0873214521822,36.0377145455841,72.2369660450479,36.1731030456619
Bolivia,Nevado Sajama,6542,2634,2232,-18.1077777777778,-68.8830555555555,-68.8021103823158,-18.1546068460269,-69.5086495928557,-17.5076034377326
Atacama,El Muerto,6502,2515,2409,-27.0572222222222,-68.4844444444444,-69.1780419083119,-26.4321882559248,-69.1780419083119,-26.4321882559248
Catamarca,Cerro del Nacimiento,6465,2719,2238,-27.2805555555556,-68.5125,-68.6254116132283,-27.2212633416441,-68.4865882740686,-27.3002719329708
Catamarca,Volcán Antofalla,6440,3118,1388,-25.5627777777778,-67.8811111111111,-68.566107487747,-24.9377227928366,-67.8630278666346,-25.7021040323148
Bolivia,Nevado de Illimani,6438,5433,4659,-16.6480555555556,-67.7808333333333,-68.3971979364305,-16.0525934931722,-67.7358727954196,-16.7086385458859
Bolivia,Nevado Ancohuma,6427,5735,3941,-15.8541666666667,-68.5408333333333,-68.3468108328222,-15.7271562374455,-68.6034175412471,-15.8085663374386
Peru,Nevado Coropuna,6405,5741,2529,-15.5461111111111,-72.6605555555556,-73.2604945127384,-14.9627079118178,-72.9194845080638,-15.4784974596049
Peru,Nevado Huandoy,6395,6194,4435,-9.02861111111111,-77.6652777777778,-78.2698128401066,-8.42753404265321,-77.6955252630345,-9.1038798721114
Qinghai,Amnye Maqen,6282,2605,2114,34.7383333333333,99.5036111111111,99.0345609312589,35.122739162402,99.0345609312589,35.122739162402
Ecuador,Chimborazo,6263,6229,2892,-1.46916666666667,-78.8175,-79.3814820989315,-0.89957603018207,-79.3814820989315,-0.89957603018207
Alaska,Denali,6191,6021,5263,63.0691111111111,-151.006530555556,-152.253348259347,63.6191903485415,-152.253348259347,63.6191903485415
Antofagasta,Aucanquilcha,6176,2487,1907,-21.2208333333333,-68.4686111111111,-69.0662200957589,-20.6555038320507,-68.4279137052349,-21.223312186587
Bolivia,Nevado de Chiaraco,6104,5344,3127,-15.9605555555556,-68.4130555555556,-69.0273561753049,-15.3650950377115,-68.6016506003258,-15.8109583095509
Bolivia,Huayna Potosí,6088,5333,3556,-16.2622222222222,-68.1538888888889,-68.7720556351161,-15.6628663927368,-68.7720556351161,-15.6628663927368
Yukon,Mount Logan,5958,5558,4286,60.5671611111111,-140.404138888889,-141.512618521337,61.1008046237866,-140.372932445616,60.4995312939023
Ecuador,Volcán Cotopaxi,5897,3241,2469,-0.680555555555555,-78.4380555555556,-78.4676563690967,-0.54756806517219,-78.4743950266281,-0.690006064932164
Tanzania,Mount Kilimanjaro*,5895,5196,4478,-3.06666666666667,37.3591666666667,36.8285140911937,-2.53310988586296,37.334290862067,-3.15271460122387
Qinghai,Altun Shan,5830,3949,2395,39.2508333333333,93.6963888888889,93.7103843518628,39.4305720379915,93.1040928561511,39.706043125073
Qinghai,Kangze'gyai,5808,1703,1374,38.5002777777778,97.7247222222222,97.1816514059479,38.9238126362242,97.7236328178881,38.524195355567
Ecuador,Volcán Cayambe,5790,5087,3003,0.0252777777777778,-77.9888888888889,-78.5530114577878,0.594617588205069,-77.9331484226343,0.0113052590177804
Colombia,Pico Cristóbal Colón,5700,5700,4554,10.8383333333333,-73.6866666666667,-74.2148672864376,11.3608197273389,-74.2148672864376,11.3608197273389
Kabardino-Balkariya,Mount Elbrus,5642,5077,3636,43.35254,42.437875,41.7367978795762,43.8579110097974,42.3655502566086,43.3379806830348
Puebla,Pico de Orizaba,5636,5104,3755,19.03025,-97.2699,-97.8077345387705,19.5403785269118,-97.2195172335135,18.9968623226593
Iran,Mount Damavand,5610,5409,4553,35.9552777777778,52.1091666666667,52.2090290528782,36.1668895927025,52.1921612656346,35.9798980873691
Yunnan,Jade Dragon Snow Mountain,5596,4298,3870,27.0983333333333,100.175,100.284917477621,26.9463555772823,100.161529241525,27.1720203039135
Tucumán,Cerro del Bolsón,5552,5184,4176,-27.2141666666667,-66.0941666666667,-66.7782178922607,-26.5977606573992,-65.9794279793486,-27.2311314885749
Alaska,Mount Saint Elias,5489,5489,5212,60.2930166666667,-140.930072222222,-142.02905513766,60.8267331131809,-142.02905513766,60.8267331131809
Xinjiang,Bogda Peak,5445,4865,2403,43.8016666666667,88.335,88.2891978523022,43.9778345272645,88.3048799658581,43.7730869361666
Colombia,Ritacuba Blanco,5410,4952,2498,6.49416666666667,-72.2975,-72.0959757047222,6.39280520414068,-72.0756036328455,6.47191898507663
Puebla,Popocatepetl,5405,4160,3205,19.0223597222222,-98.6277902777778,-99.1655986954179,19.5324890364458,-98.5940315135546,18.9776831753442
Colombia,Nevado del Huila,5390,4386,3351,2.92361111111111,-76.0283333333333,-76.1768947947391,3.01842181961213,-76.039711189649,2.86921462225219
Colombia,Nevado del Ruiz,5311,5063,2362,4.89166666666667,-75.3186111111111,-75.8058746476079,5.3797632302272,-75.8058746476079,5.3797632302272
Alaska,Mount Foraker,5304,5105,4193,62.9604,-151.3998,-150.891469823282,62.8218999371239,-152.641875518051,63.5105133717726
Yukon,Mount Lucania,5226,4157,3399,61.0233333333333,-140.465555555556,-141.590265200688,61.5568537966389,-141.590265200688,61.5568537966389
México State,Volcán Iztaccíhuatl,5213,3207,2436,19.1802777777778,-98.6416666666667,-98.7669273271049,19.049830199102,-98.5745610788208,19.0159828570553
Kenya,Mount Kenya,5199,2466,1373,-0.1,37.2,36.7498929709947,0.353496791872269,36.7498929709947,0.353496791872269
Kabardino-Balkariya,Shkhara,5193,4534,3699,43,43.1097222222222,42.4127378303861,43.5054285626813,42.4127378303861,43.5054285626813
Turkey,Mount Ararat,5137,4341,4077,39.7,44.3,43.6989616818151,40.1604391244086,44.3267867271428,39.7724551490671
Zaïre,Mount Stanley,5109,4414,4235,0.385833333333333,29.8716666666667,29.8355976023249,0.566571439623511,29.8266148272303,0.442220619184778
Alaska,Mount Bona,5044,4625,3556,61.3856,-141.7495,-142.887493908388,61.9190211778084,-141.815540871494,61.3404007531701
Alaska,Mount Blackburn,4996,4690,4162,61.7316666666667,-143.433055555556,-144.459706296479,62.2086186052326,-143.559155458298,61.6874148659765
Alaska,Mount Blackburn,4996,4680,4155,61.7305,-143.4031,-144.457975797878,62.2189072657603,-143.556599870646,61.6889122911127
Venezuela,Pico Bolívar,4981,4753,3749,8.54086111111111,-71.0465,-71.5303924775314,9.02243015196871,-71.11194467728,8.54126248901586
Kazakhstan,Pik Talgar,4979,4377,3378,43.1178388888889,77.3413333333333,77.2955533159645,43.2959181470338,76.6573486280417,43.6134331671101
Sichuan,Jiuding Shan,4969,4400,3534,31.5433333333333,103.853333333333,103.182374714844,32.1113311746507,103.789349254335,31.5561692479105
Alaska,Mount Sanford,4949,4355,3746,62.2132,-144.1292,-145.106276251267,62.6599157403666,-144.00596791036,62.1989235579684
Xinjiang,Tomort,4886,3883,1761,43.0733333333333,94.3466666666667,93.7454745204067,43.5095358202753,94.5137622003341,42.9551574953804
Irian Jaya,Puncak Jaya,4884,4750,3622,-4.08333333333333,137.183333333333,136.734404597682,-3.63217715461192,136.734404597682,-3.63217715461192
Iran,Sabalan,4811,4039,2585,38.2669444444444,47.8369444444444,47.2788855764265,38.7021397979186,47.7650039120814,38.2755259561508
Italy,Mont Blanc,4808,4471,4242,45.8327777777778,6.865,6.24768552802302,46.2598646491731,6.24768552802302,46.2598646491731
Kamchatka,Klyuchevskaya Sopka,4750,4720,4176,56.0666666666667,160.633333333333,159.859684669282,56.4917218333018,160.775245146032,56.0404946290117
México State,Nevado de Toluca,4685,3032,1416,19.1019722222222,-99.7677388888889,-100.305716421162,19.6121841964997,-99.7718722921616,19.0822329162813
Alaska,Mount Fairweather,4671,4578,4327,58.9063962962963,-137.526555555556,-138.364850676389,59.332677872231,-138.364850676389,59.332677872231
Italy,Monte Rosa,4633,4427,3734,45.9369444444444,7.86666666666667,7.24897890701909,46.362312373948,7.24897890701909,46.362312373948
Tanzania,Mount Meru,4565,3507,3045,-3.24678055555556,36.76025,36.229521469532,-2.71321776187505,36.7601150299668,-3.30343744847595
Alaska,Mount Hubbard,4557,4557,3360,60.3194,-139.0726,-140.172488679221,60.8531094597109,-139.154585215389,60.2876472187685
Ethiopia,Ras Dashen,4550,3397,2475,13.2366666666667,38.3725,37.9428520917421,13.6567461771381,38.3495625251406,13.3339694355827
Alaska,Mount Bear,4520,3490,2626,61.2834,-141.1433,-142.277509919364,61.8168493318193,-141.218522855201,61.2740911549361
Papua New Guinea,Mount Wilhelm,4509,4351,3083,-5.8,145.033333333333,144.6294259555,-5.39532771093479,145.008375599106,-5.6238005787572
Zaïre,Mount Karisimbi,4507,3325,2597,-1.5,29.45,29.4257835559393,-1.36836969854569,29.3965785423756,-1.4339355969654
Altay,Belukha Mountain,4506,3426,2775,49.8069444444444,86.5897222222222,85.997941634424,50.1851617948348,86.6068656570826,49.7685974839272
Switzerland,Matterhorn,4478,4136,3006,45.9763888888889,7.65861111111111,7.04086545672639,46.402023539913,7.04086545672639,46.402023539913
Dagestan,Bazar Dyuzi,4466,4125,3075,41.2205555555556,47.8580555555556,47.7331923740365,41.0652071089182,47.8312193596569,41.3759196405934
Alaska,Mount Hunter,4442,5047,4122,62.9504,-151.0915,-152.33314133726,63.5005165031083,-152.33314133726,63.5005165031083
Tlaxcala,Volcán La Malinche,4438,2211,1331,19.2308333333333,-98.0319444444444,-98.1193778767212,19.1996909347655,-98.0456859737073,19.2155204290002
California,Mount Whitney,4420,3344,2851,36.5786027777778,-118.292086111111,-118.797354418112,36.9831792924396,-118.25275768711,36.6868681928517
Colorado,Mount Elbert,4401,1596,1323,39.1178,-106.445366666667,-106.802858736958,39.3960790903719,-106.414102781167,39.0858639014099
Washington,Mount Rainier,4394,4314,3659,46.8529388888889,-121.760438888889,-122.34197311683,47.2470360270941,-122.34197311683,47.2470360270941
Colorado,Blanca Peak,4374,2087,1852,37.5775,-105.485585185185,-105.863002388408,37.8768802086907,-105.502049426259,37.5441169260157
Colorado,Uncompahgre Peak,4365,2088,1329,38.0717,-107.4621,-107.557152179552,38.1204462892968,-107.829202308355,38.3609048056361
Colorado,Crestone Peak,4359,2055,1850,37.9669,-105.5855,-105.692716811386,37.9382465913349,-105.630171776309,37.9743242525756
Colorado,Longs Peak,4346,2392,1691,40.255,-105.615,-106.009643155384,40.5566947825189,-105.575923085075,40.2444115958763
California,White Mountain Peak,4344,3107,2924,37.6341,-118.2557,-118.768133252117,38.0385625281827,-118.309321486997,37.6026884324101
California,North Palisade,4341,3176,2538,37.0941666666667,-118.514444444444,-118.368193649498,37.0176207401955,-118.356942634354,37.0243644757373
California,Mount Shasta,4320,3705,3112,41.4091990740741,-122.194896296296,-122.714713182193,41.7956000871932,-122.714713182193,41.7956000871932
Alaska,Mount Wrangell,4317,3678,2892,62.0059,-144.0187,-144.989003028665,62.4526591324499,-144.005927684523,62.1935671339989
Colorado,Pikes Peak,4302,2504,1575,38.8405,-105.0442,-105.425018376337,39.137816528714,-105.026055536383,38.8546861732572
Yukon,Mount Augusta,4289,4014,3276,60.3074,-140.4584,-141.557876494019,60.8411126383804,-140.860298385476,60.2077491935341
Colorado,Culebra Peak,4283,2016,1314,37.1224,-105.1858,-105.075216627649,37.1410456927631,-105.566255012529,37.4265717293483
Jalisco,Nevado de Colima,4265,3749,2717,19.5633166666667,-103.608655555556,-104.012296955297,19.944481338251,-103.570585635462,19.5542339760949
Guatemala,Volcán Tajumulco,4220,4183,3593,15.0333333333333,-91.9,-92.2922525186727,15.4138795367484,-91.9451431804217,15.0075265332839
Alaska,Regal Mountain,4220,3689,3004,61.7438,-142.8675,-144.018987632496,62.2771215801645,-142.80674227644,61.6986057129041
Guatemala,Volcán Tajumulco,4220,4183,3597,15.043,-91.9037,-92.2959706558668,15.4235456502505,-91.9418691793582,15.0058974894727
Alaska,Mount Hayes,4216,3591,3121,63.6204777777778,-146.716866666667,-147.57307768605,63.9933423142823,-146.644273440961,63.6616807124263
Wyoming,Gannett Peak,4209,1792,1571,43.1842666666667,-109.654233333333,-109.702823708325,43.1104011137995,-110.058471021443,43.4787453783643
Hawaiian Is.,Mauna Kea,4207,4207,2111,19.8206518518518,-155.468051851852,-155.872060146339,20.1998125417984,-155.5012311719,19.8682990846435
Wyoming,Grand Teton,4199,2297,2186,43.7412,-110.8024,-111.207394301279,44.0333065275041,-111.207394301279,44.0333065275041
Alaska,Mount Cook,4194,4194,3387,60.1816,-139.9811,-141.076276862113,60.7153458770523,-141.076276862113,60.7153458770523
Hawaiian Is.,Mauna Loa,4169,4169,1693,19.4756,-155.6054,-156.009295328004,19.8563178473713,-155.427260709212,19.5427678520985
Morocco,Toubkal,4167,3459,2456,31.0619444444444,-7.91611111111111,-8.34984280189283,31.4334017052484,-8.34984280189283,31.4334017052484
Papua New Guinea,Mount Boising,4150,3875,3223,-5.8,146.1,145.696092622167,-5.39532771093479,146.120177896127,-5.74135723481549
La Rioja,El Melao,4150,3189,2707,-28.8675,-67.1275,-67.2144569126137,-28.9755162101079,-67.263135154291,-28.9303640501205
Utah,Kings Peak,4125,1150,871,40.7763,-110.3729,-110.72714423552,41.0433377194944,-110.391079347628,40.7624758982349
Sabah,Mount Kinabalu,4095,4047,3879,6.075,116.558611111111,116.189289431738,6.44241093191399,116.514748371302,6.13508675892788
Alaska,Mount Natazhat,4095,3242,2616,61.5217,-141.103,-140.995177217567,61.6469732366244,-141.117767570083,61.5572795232912
Alaska,Mount Jarvis,4091,3271,2576,62.0234,-143.6198,-143.85443361957,61.8990582909358,-144.590670687346,62.4701554827654
Armenia,Aragats Lerr,4090,3134,1421,40.5230555555556,44.1952777777778,43.5867124966431,40.983292400061,44.2133887335337,40.509861236249
Guatemala,Volcán Tacaná,4067,4055,3544,15.1325,-92.1083333333333,-92.5007725223413,15.5130405188132,-92.1558220511994,15.1021741577093
Aisén,Cerro San Valentín,4058,4086,3949,-46.595,-73.3456944444444,-73.9182676782811,-46.1972404115747,-73.2700060013665,-46.5472521020699
Cameroon,Mount Cameroon,4040,4040,3488,4.21666666666667,9.1725,8.80820148731726,4.58124618548536,9.11687846382397,4.23090772435196
British Columbia,Mount Waddington,4019,4019,3022,51.3736555555556,-125.263466666667,-125.846734232347,51.7335836562638,-125.332378280337,51.4069370189068
Alaska,Mount Marcus Baker,4008,4008,3738,61.4375259259259,-147.752037037037,-148.547238127228,61.8105522061998,-147.717894533171,61.3843520970207
Wyoming,Cloud Peak,4014,2037,1134,44.3821407407407,-107.173896296296,-107.617445609047,44.6993588805706,-107.144484945028,44.3514942571841
New Mexico,Wheeler Peak,4013,1824,1148,36.5568,-105.4169,-105.497772692193,36.5050014223396,-105.517362413289,36.5477914044565
Wyoming,Francs Peak,4012,1888,1357,43.9613,-109.3392,-109.237390556217,44.0054895217181,-109.243733110382,43.9379952788071
California,Boundary Peak,4007,2740,2563,37.8461,-118.3514,-118.379586612834,37.7223495360592,-118.368248500977,37.7426235008528
California,Mount Ritter,4006,2736,1662,37.6891666666667,-119.199444444444,-119.20493458893,37.5721735907222,-119.712261898999,38.0936231960198
Nevada,Wheeler Peak,3982,2412,2132,38.9858,-114.3139,-114.728444887465,39.3070441167411,-114.363002909796,38.9767368826174
Guatemala,Volcán Acatenango,3975,3871,3181,14.5016,-90.8755,-91.2667744665523,14.8821763095762,-91.2667744665523,14.8821763095762
British Columbia,Mount Robson,3959,3237,3156,53.1105277777778,-119.156633333333,-119.71035296715,53.4413092544853,-119.71035296715,53.4413092544853
Taiwan,Yushan,3952,3575,3033,23.47,120.957266666667,120.571902213987,23.8237838825237,120.571902213987,23.8237838825237
Iran,Taftan,3941,2429,1615,28.6,61.1333333333333,61.2293577967634,28.5696942999392,61.155264438546,28.6058179875299
México Distrito Federal,Cerro Ajusco,3937,1653,1228,19.2075,-99.2583333333333,-99.2172946384486,19.232925724817,-99.2434504994094,19.2171204496923
Montana,Granite Peak,3904,2169,1489,45.1634333333333,-109.807533333333,-110.252538924453,45.4770930073752,-109.766708122884,45.2485022372903
Alaska,Mount Crillon,3879,3823,3389,58.6625,-137.1712,-137.965034234064,59.0682356100498,-137.262180412171,58.6307322598232
Utah,Mount Peale,3879,2394,1647,38.4385,-109.2292,-109.334446885075,38.4683164428778,-109.619538946772,38.7447260613118
Idaho,Borah Peak,3861,2015,1914,44.1374,-113.7811,-114.214961306273,44.448999282887,-113.819011590069,44.1123295355589
Arizona,Humphreys Peak,3852,1915,1404,35.3464,-111.678,-111.586911862436,35.3961642369,-112.089211442135,35.6816687377734
Xinjiang,Sauyr Zhotasy,3840,2309,1505,47.0491666666667,85.5666666666667,85.0195566491319,47.4185934973685,85.0195566491319,47.4185934973685
